sut_code,description_tr,category,retired_at
601950,"Larinks biyopsisi, indirekt laringoskopi ile",surgical,
601960,Larinks papillomu,surgical,
601970,Larinksten yabancı cisim çıkarılması,surgical,
601971,Larinksten radyofrekans ile kitle eksizyonu,surgical,
601972,Larinkste radyofrekans ile kordotomi veya kordektomi,surgical,
601980,Lateral rinotomi ile yaklaşım,surgical,
601990,Maksiller arter ligasyonu,surgical,
602000,Obturator tatbiki,surgical,
602010,Suprahyoid boyun diseksiyonu,surgical,
602020,Tirohyoid suspansiyon,surgical,
602030,Tiroplasti,surgical,
602031,"Trakeoözofajial fistül açılması, primer",surgical,
602032,"Trakeoözofajial fistül açılması, sekonder",surgical,
602040,Tortikollis düzeltilmesi,surgical,
602050,Antrokoanal polip eksizyonu,surgical,
602060,"BOS rinoresi cerrahisi, eksternal yaklaşım",surgical,
602070,"Caldwell-Luc ameliyatı, tek taraf",surgical,
602080,"Caldwell-Luc ameliyatı, iki taraf",surgical,
602090,Eksternal etmoidektomi,surgical,
602100,"Frontal sinozotomi, trepanasyon",surgical,
602110,"Frontal sinüs cerrahisi, osteoplastik flep ile, iki taraf",surgical,
602120,"Frontal sinüs cerrahisi, osteoplastik flep ile, tek taraf",surgical,
602130,Maksiller sinüs poksiyonu ve lavajı,surgical,
602140,Ozenaya cerrahi girişim,surgical,
602150,Piterigopalatin fossa cerrahisi,surgical,
602160,Transnazal etmoidektomi,surgical,
602180,Endoskopik BOS rinoresi cerrahisi,surgical,
602190,Endoskopik burun ve nazofarinks tümör cerrahisi,surgical,
602200,Endoskopik dakriyosistorinostomi (DSR),surgical,
602210,Endoskopik frontal sinüs cerrahisi,surgical,
602220,Endoskopik koanal atrezi açılması,surgical,
602230,Endoskopik konka bülloza rezeksiyonu,surgical,
602240,Endoskopik konka redüksiyonu,surgical,
602250,Endoskopik medial maksillektomi,surgical,
602260,"Endoskopik meningosel, ensefalosel cerrahisi",surgical,
602270,Endoskopik optik sinir dekompresyonu,surgical,
602280,Endoskopik orbita dekompresyonu,surgical,
602290,Endoskopik septoplasti,surgical,
602300,Endoskopik sfenoid sinüs cerrahisi,surgical,
602310,Fleksibl fiberoptik nazofaringoskopi,surgical,
602320,"Fonksiyonel endoskopik sinüs cerrahisi, iki taraf",surgical,
602330,"Fonksiyonel endoskopik sinüs cerrahisi, tek taraf",surgical,
602340,Maksiller sinüse endoskopik müdahale,surgical,
602350,Nazofarinks biyopsisi,surgical,
602360,"Temporomandibuler eklem endoskopisi, diyagnostik",surgical,
602370,"Temporomandibuler eklem endoskopisi, cerrahi",surgical,
602371,Sinüslerde invaziv mantar enfeksiyonu debritmanı,surgical,
602375,Endoskopik epistaksis kontrolü ile sfenopalatin arter ve dalları ligasyonu,surgical,
602380,Adenoidektomi,surgical,
602390,Adenoidektomi ve tüp,surgical,
602400,Ağız içi ve etrafı benign tümörlerinin rezeksiyonu,surgical,
602410,Ağız içinde malign tümörlerin eksizyonu ve lokal flep uygulaması,surgical,
602420,Ağız tabanı ve dil laserasyonları onarımı,surgical,
602430,Ağız ve çenenin kemik rezeksiyonu gerektiren malign tümörleri,surgical,
602440,"Ağız vestibülü apse, kist veya hematom drenajı",surgical,
602450,Ağız vestibülü mukozasının donör greft olarak eksizyonu ve onarımı,surgical,
602460,Ağız vestibülündeki lezyonların fizik yöntemlerle destrüksiyonu,surgical,
602470,Ağız vestibülünden mukoza ve submukoza eksizyonu ve onarımı,surgical,
602480,Alveolar yarık onarımı,surgical,
602490,Anterior damak fistülü onarımı,surgical,
602500,Damağa radyofrekans uygulanması,surgical,
602510,Damak ve uvula lezyonlarının eksizyonu,surgical,
602520,"Damak ve uvula lezyonlarının onarımı, flep ile",surgical,
602530,Damak yarığı onarımı ve faringeal flep,surgical,
602540,"Damak yarığı onarımı, inkomplet",surgical,
602550,"Damak yarığı onarımı, komplet",surgical,
602560,Deri grefti kullanarak sulkoplasti,surgical,
602570,Deri grefti kullanmaksızın posterior dudak sulkusu açılması,surgical,
602580,Dil köküne radyofrekans uygulanması,surgical,
602590,Dil kökü suspansiyonu ve/veya dil kökünden doku çıkarılması,surgical,
602600,Dil lezyonu eksizyonu,surgical,
602610,"Dil lezyonu eksizyonu ve onarımı, dil flebi ile",surgical,
602620,"Dil ve ağız tabanından apse, kist, hematom vb. çıkarılması",surgical,
602630,Dudak adezyonu,surgical,
602640,"Dudak malign tümör rezeksiyonu ve suprahyoid boyun diseksiyonu, Estlander, Berdnard vb. flep ile",surgical,
602650,"Dudak malign tümör rezeksiyonu veya biyopsisi ve Estlander, Berdnard vb. flep kullanımı",surgical,
602660,Dudak malign tümör wedge rezeksiyonu,surgical,
602670,Dudak veya dilden kama şeklinde doku rezeksiyonu ve primer onarım,surgical,
602680,"Dudak yarığı burnu onarımı, osteotomisiz",surgical,
602690,"Dudak yarığı burnu onarımı, osteotomi ile",surgical,
602700,"Dudak yarığı onarımı, tek taraf",surgical,
602710,"Dudak yarığı onarımı, iki taraf",surgical,
602720,Dudaktan büyük tümör rezeksiyonu ve lokal flepler ile onarımı,surgical,
602730,"Dudaktan büyük tümör rezeksiyonu, lokal flepler ile onarımı ve LAP biyopsisi",surgical,
602740,Faringeal flep,surgical,
602750,"Farinks duvarının rezeksiyonu ve onarımı, miyokütan flep ile",surgical,
602760,Frenilum linguale plastiği,surgical,
602770,Genioglossal ilerletme,surgical,
602780,"Genioplasti, implant ile",surgical,
602790,"Genioplasti, osteotomi ile",surgical,
602800,"Glossektomi, parsiyel",surgical,
602810,"Glossektomi, total",surgical,
602820,Hemiglossektomi,surgical,
602830,Hipertrofik lingual frenulum düzeltilmesi,surgical,
602840,Islık çalan ağız deformitesi onarımı,surgical,
602850,Kolumella uzatılması,surgical,
602860,"İntraoral tümör eksizyonu, mandibula rezeksiyonu ve boyun diseksiyonu (Komando ameliyatı)",surgical,
602870,Lateral faringeal duvar ve piriform sinüs rezeksiyonu,surgical,
602880,Lazer asiste uvulektomi,surgical,
602890,Lazer asiste uvulopalatofaringoplasti,surgical,
602900,Lingual tonsil eksizyonu,surgical,
602910,Mentoplasti,surgical,
602920,Nadir yüz yarığı onarımı,surgical,
602930,"Nazofaringeal lezyon eksizyonu, infratemporal fossaya yaklaşım",surgical,
602940,"Nazofaringeal lezyon eksizyonu, transpalatal",surgical,
602950,Nazolabial fistül onarımı,surgical,
602960,Onarılmış dudak yarığı revizyonu,surgical,
602970,Oro-antral fistüllerin onarımı,surgical,
602980,Orofaringeal ve nazofaringeal postoperatif kanama kontrolü,surgical,
602990,Peritonsiller apse açılması,surgical,
603000,Posterior damak fistülü onarımı,surgical,
603010,Premaksiller segmentin geri alınması,surgical,
603020,Ranulaya girişim,surgical,
603030,Retrofaringeal veya parafaringeal apse drenajı,surgical,
603040,"Sert damaktan tümör eksizyonu ve onarım, greft ile",surgical,
603050,"Sert damaktan tümör eksizyonu, primer onarım",surgical,
603060,Stiloid proçes elangasyonu eksizyonu,surgical,
603070,"Tonsil plikalar, retromolar trigon radikal rezeksiyonu, flepler ile",surgical,
603080,Tonsillektomi,surgical,
603090,Tonsillektomi ve adenoidektomi,surgical,
603100,Tonsillektomi ve adenoidektomi ve tüp,surgical,
603110,Tonsillektomi ve tüp,surgical,
603120,Transpalatal ilerletme,surgical,
603130,Uvulektomi,surgical,
603140,Uvulofaringoplasti,surgical,
603150,"Vestibüloplasti, tek veya iki taraf",surgical,
603160,Minör tükrük bezi dokularının eksizyonu,surgical,
603170,"Parotidektomi, total",surgical,
603180,"Parotidektomi, yüzeyel",surgical,
603190,Parotis apse drenajı,surgical,
603200,"Siyalolitotomi, cerrahi",surgical,
603210,Sublingual tükrük bezi eksizyonu,surgical,
603220,Submaksiller veya sublingual apse drenajı,surgical,
603230,Submandibuler tükrük bezi eksizyonu,surgical,
603240,"Tükrük bezinin plastik onarımı, sialodokoplasti",surgical,
603250,Geç sternal dehiscence onarımı,surgical,
603260,Fasiyatomi,surgical,
603270,Göğüs duvarından olan akciğer hernisinin onarımı,surgical,
603280,"Kot fraktürü tedavisi, açık",surgical,
603290,"Kot fraktürü tedavisi, kapalı",surgical,
603300,"Kot rezeksiyonu, ekstraplevral",surgical,
603310,"Kot rezeksiyonu, parsiyel",surgical,
603320,Mediastinal kist veya tümör eksizyonu,surgical,
603330,"Mediastinal tümör eksizyonu, malign",surgical,
603340,Mediastinoskopi,surgical,
603350,Mediastinotomi ile eksplorasyon,surgical,
603360,Sternal debritman,surgical,
603370,"Sternal rezeksiyon ve rekonstrüksiyon, protez ile",surgical,
603380,"Sternal rezeksiyon ve rekonstrüksiyon, protezsiz",surgical,
603390,Sternal tel çıkarılması,surgical,
603400,"Sternum fraktürü fiksasyonu, açık",surgical,
603410,"Sternum fraktürü fiksasyonu, kapalı",surgical,
603420,"Torakoplasti, bronkoplevral fistül kapatılması ile birlikte",surgical,
603430,"Torakoplasti, Schede tipi veya ekstraplevral",surgical,
603440,"Toraks duvarı deformiteleri, pectus excavatum, carinatum",surgical,
603450,"Toraks duvarı rezeksiyonu ve rekonstrüksiyonu, protez ile",surgical,
603460,"Toraks duvarı rezeksiyonu ve rekonstrüksiyonu, protezsiz",surgical,
603470,"TOS, trans aksiller girişim, servikal kot ve/veya 1. kot rezeksiyonu",surgical,
603480,"Tümör eksizyonu, intratorasik, ekstrapulmoner",surgical,
603490,Tümör veya kist eksizyonu,surgical,
603500,Abdominoplasti,surgical,
603510,Gastroşizis onarımı,surgical,
603520,Göbek granülomu veya polipi eksizyonu,surgical,
603530,Karın duvarı benign tümörleri için girişim,surgical,
603540,Karın duvarı malign tümörleri için girişim,surgical,
603550,Kloakal ekstrofi onarımı,surgical,
603560,Omfalomezenterik kanal açıklığı onarımı,surgical,
603570,Omfalomezenterik kanal kisti veya fistülü eksizyonu,surgical,
603580,Omfalosel primer onarımı,surgical,
603590,Rektus diyastazı onarımı,surgical,
603600,Rektus kılıfı hematomu için girişim,surgical,
603610,"Büyütme mammoplastisi, iki taraf",surgical,
603620,"Jinekomasti düzeltilmesi, iki taraf",surgical,
603630,"Jinekomasti düzeltilmesi, tek taraf",surgical,
603640,"Küçültme mammoplastisi, iki taraf",surgical,
603650,"Mastektomi, basit",surgical,
603660,"Mastektomi, radikal",surgical,
603670,"Mastektomi, modifiye radikal",surgical,
603680,Meme asimetrisinin düzeltilmesi,surgical,
603690,"Meme rekonstrüksiyonu, çift pediküllü TRAM flep ile",surgical,
603700,"Meme rekonstrüksiyonu,Latissimus dorsi kas deri flebi ve implant ile",surgical,
603710,"Meme rekonstrüksiyonu, mikrovasküler anastomozlu",surgical,
603720,"Meme rekonstrüksiyonu, sadece implant ile",surgical,
603730,"Meme rekonstrüksiyonu, tek pediküllü TRAM flebi ile",surgical,
603740,Meme ucu ve başı rekonstrüksiyonu,surgical,
603750,Segmental mastektomi,surgical,
603751,Memeden kist-benign tümör çıkarılması,surgical,
603752,Segmental mastektomi ile birlikte aksiller sentinel lenf nodu eksizyonu,surgical,
603753,Segmental mastektomi ile birlikte aksiler diseksiyon,surgical,
603754,Meme duktoskopi ve duktal lavaj,surgical,
603755,Meme duktus eksizyonu,surgical,
603760,Tüberoz meme onarımı,surgical,
603770,"Greftsiz inguinal herni onarımı, inkarsere veya strangüle",surgical,
603771,"Greftli inguinal herni onarımı, inkarsere veya strangüle",surgical,
603780,"Greftsiz inguinal herni onarımı, tek taraf",surgical,
603781,"Greftli inguinal herni onarımı, tek taraf",surgical,
603782,"Greftsiz inguinal herni onarımı, iki taraf",surgical,
603783,"Greftli inguinal herni onarımı, iki taraf",surgical,
603790,"İnguinal herni onarımı, tek taraf, laparoskopik",surgical,
603791,"İnguinal herni onarımı, iki taraf, laparoskopik",surgical,
603800,Greftsiz insizyonel herni onarımı,surgical,
603801,Greftli insizyonel herni onarımı,surgical,
603802,"Greftli femoral herni onarımı, tek taraf",surgical,
603803,"Greftsiz femoral herni onarımı, tek taraf",surgical,
603804,"Greftli femoral herni onarımı, iki taraf",surgical,
603805,"Greftsiz femoral herni onarımı, iki taraf",surgical,
603806,"Femoral herni onarımı, tek taraf, laparoskopik",surgical,
603807,"Femoral herni onarımı, iki taraf, laparoskopik",surgical,
603810,Lomber herni onarımı,surgical,
603820,Parastomal herniasyonda girişim,surgical,
603830,Spiegel hernisi onarımı,surgical,
603831,"Spiegel hernisi onarımı, laparoskopik",surgical,
603840,Greftsiz umblikal herni onarımı,surgical,
603841,Greftli umblikal herni onarımı,surgical,
603842,"Umblikal herni onarımı, laparoskopik",surgical,
603843,Greftli epigastrik herni onarımı,surgical,
603844,Greftsiz epigastrik herni onarımı,surgical,
603845,"Epigastrik herni onarımı, laparoskopik",surgical,
603846,Greftli perineal herni onarımı,surgical,
603850,Umblikal kord hernisi onarımı,surgical,
603851,Greft/Mesh çıkarılması,surgical,
603860,Ventral herni onarımı,surgical,
603870,"Bochdalek hernisi onarımı, abdominal",surgical,
603880,"Bochdalek hernisi onarımı, torakal",surgical,
603890,"Diyafragma laserasyonu, primer onarım",surgical,
603900,"Diyafragmatik herni onarımı, kombine, torakoabdominal yaklaşımla",surgical,
603910,"Diyafragmatik herni onarımı, transtorasik yaklaşımla",surgical,
603920,"Diyafragmatik herni onarımı (Travmatik, akut)",surgical,
603930,"Diyafragmatik herni onarımı (Travmatik, kronik)",surgical,
603940,"Diyafragmatik herni onarımı, greft ile (Travmatik, kronik)",surgical,
603950,"Diyafragma evantrasyonu, primer onarım",surgical,
603960,"Diyafragma rezeksiyonu ve rekonstrüksiyonu, protezli",surgical,
603970,"Diyafragma rezeksiyonu ve rekonstrüksiyonu, protezsiz",surgical,
603980,Diyafragmatik pace uygulaması,surgical,
603990,Diyafragmada evisserasyon veya evantrasyon düzeltilmesi,surgical,
604000,Morgagni hernisi onarımı,surgical,
604010,Apendiks epiploika torsiyonu,surgical,
604020,"Laparoskopi, tanısal",surgical,
604030,Laparostomi,surgical,
604040,"Laparostomi, fermuar-mesh/ negatif basınç yöntemi",surgical,
604050,"Laparotomi, intestinal obstrüksiyonlarda",surgical,
604060,"Laparotomi, organ biyopsisi amacıyla",surgical,
604070,"Laparotomi, tanısal",surgical,
604071,Laparotomi- packing,surgical,
604075,Batın içi abdomen (eviserasyon-evanterasyon) düzeltilmesi,surgical,
604080,Omentektomi,surgical,
604090,Omentum kisti veya tümörü eksizyonu,surgical,
604100,"Periton lavajı, tanısal",surgical,
604110,"Peritoneal tuvalet ve debritman, her bir seans",surgical,
604120,"Peritoneal veya mezenterik tümör, kist eksizyonu",surgical,
604130,Peritoneo-venöz şant yapılması,surgical,
604140,Plöroperitoneal şant uygulaması,surgical,
604150,"Radikal peritoneal debritman, her bir seans",surgical,
604155,Sitoredüktif cerrahi ile birlikte hipertermik intraperitoneal kemoterapi,surgical,
604160,Retroperitoneal tümörden biyopsi,surgical,
604170,Retroperitoneal kist veya tümör eksizyonu,surgical,
604180,Perikardiyosentez,surgical,
604190,Tüp perikardiyostomi,surgical,
604200,"Pıhtı veya yabancı cisim çıkartılması için perikardiyotomi, primer",surgical,
604210,Perikardiyal pencere açılması veya parsiyel rezeksiyon,surgical,
604220,"Perikardiyektomi, subtotal veya tam, kardiyopulmoner by-pass olmaksızın",surgical,
604230,"Perikardiektomi, kardiopulmoner by-pass ile",surgical,
604240,Perikardiyal kist veya tümör eksizyonu,surgical,
604250,"İntrakardyiak tümör eksizyonu, kardiyopulmoner by-pass ile",surgical,
604260,Eksternal kardiyak tümör rezeksiyonu,surgical,
604270,"Kardiyak kist hidatik eksizyonu, kardiyopulmoner bypass ile",surgical,
604280,"Kardiyak kist hidatik eksizyonu, kardiyopulmoner bypass olmaksızın",surgical,
604300,"Aritmojenik odağın veya yolun cerrahi ablasyonu, kardiopulmoner by-pass ile",surgical,
604310,Kalıcı pacemaker çıkartılması,surgical,
604320,"Kalıcı pil ve epikardiyal elektrot yerleştirilmesi, torakotomi ile",surgical,
604330,"Kalıcı pil ve epikardiyal elektrot yerleştirilmesi, xiphoid yaklaşımı ile",surgical,
604360,"Pacemaker onarımı, pulse jeneratörünün tekrar yerleştirilmesi ile birlikte",surgical,
604370,"Pacemaker onarımı, sadece elektrotlar",surgical,
604400,"Supraventriküler aritmojenik odağın veya yolun cerrahi ablasyonu, kardiyopulmoner by-pass olmaksızın",surgical,
604410,"Supraventriküler aritmojenik odağın veya yolun cerrahi ablasyonu, kardiyopulmoner by-pass ile birlikte",surgical,
604430,"Transvenöz elektrot çıkarılması, torakotomi ile, kardiyopulmoner by-pass birlikte",surgical,
604440,"Transvenöz elektrot çıkarılması, torakotomi ile",surgical,
604450,"Aort/büyük damarların sütür onarımı, kardiopulmoner by-pass ile birlikte",surgical,
604460,"Aort/büyük damarların sütür onarımı, kardiopulmoner by-pass olmaksızın",surgical,
604470,"Greft yerleştirilmesi, aort veya büyük damarlar, kardiyopulmoner by-pass ile",surgical,
604480,"Greft yerleştirilmesi, aort veya büyük damarlar, kardiyopulmoner by-pass olmaksızın",surgical,
604490,"Kalp yaralanması onarımı, kardiyopulmoner by-pass ile birlikte",surgical,
604500,"Kalp yaralanması onarımı, kardiyopulmoner by-pass olmaksızın",surgical,
