code,long_name_en,long_name_tr,long_name_tr_source,component,unit_default,scale_typ
100179-1,Walk without assistive mobility devices,,,Walk without assistive mobility devices,,Ord
10018-0,R' wave amplitude in lead V3,,,R' wave amplitude.lead V3,mV,Qn
100180-9,Assistive mobility devices used,,,Assistive mobility devices used,,Nom
100181-7,Assistive mobility devices used due to health condition,,,Assistive mobility devices used due to health condition,,Ord
100182-5,Duration of standing before sitting due to knee discomfort,,,Duration of standing before sitting due to knee discomfort,,Ord
100183-3,Duration of walking before stopping due to knee discomfort,,,Duration of walking before stopping due to knee discomfort,,Ord
100184-1,How bothersome is knee when walking on an uneven surface,,,How bothersome is knee when walking on an uneven surface,,Ord
100185-8,How bothersome is knee when turning or pivoting leg,,,How bothersome is knee when turning or pivoting leg,,Ord
100186-6,How bothersome is knee when climbing up or down a flight of stairs,,,How bothersome is knee when climbing up or down a flight of stairs,,Ord
100187-4,How bothersome is knee when getting up from a low seat without armrests,,,How bothersome is knee when getting up from a low seat without armrests,,Ord
100188-2,How bothersome is knee when getting into or out of a car,,,How bothersome is knee when getting into or out of a car,,Ord
100189-0,How bothersome is knee when moving laterally,,,How bothersome is knee when moving laterally,,Ord
100190-8,How bothersome is knee when climbing a ladder or step stool,,,How bothersome is knee when climbing a ladder or step stool,,Ord
100191-6,How bothersome is knee when carrying a bag for one block,,,How bothersome is knee when carrying a bag for one block,,Ord
100192-4,How bothersome is knee when squatting,,,How bothersome is knee when squatting,,Ord
100193-2,How bothersome is knee when kneeling,,,How bothersome is knee when kneeling,,Ord
100194-0,How bothersome is knee when running,,,How bothersome is knee when running,,Ord
100195-7,Pain severity--during activity,,,Pain severity^during activity,,Ord
100196-5,Pre-op total score [Knee Society Score],,,Pre-op total score,{score},Qn
100197-3,Exercise activity and pain severity panel,,,Exercise activity & pain severity panel,,-
10019-8,R' wave amplitude in lead V4,,,R' wave amplitude.lead V4,mV,Qn
100198-1,Pre-op objective knee indicators score [Knee Society Score],,,Pre-op objective knee indicators score,{score},Qn
100199-9,Pre-op symptoms score [Knee Society Score],,,Pre-op symptoms score,{score},Qn
100200-5,Pre-op patient expectations score [Knee Society Score],,,Pre-op patient expectations score,{score},Qn
100201-3,Pre-op functional activities score [Knee Society Score],,,Pre-op functional activities score,{score},Qn
100202-1,Pre-op discretionary knee activities score [Knee Society Score],,,Pre-op discretionary knee activities score,{score},Qn
100203-9,Knee Society Score post-op panel [Knee Society Score],,,Knee Society Score post-op panel,,-
100204-7,Accuracy of pre-surgery expectations of pain relief,,,Accuracy of pre-surgery expectations of pain relief,,Ord
100205-4,Accuracy of pre-surgery expectations to perform activities of daily living,,,Accuracy of pre-surgery expectations to perform activities of daily living,,Ord
10020-6,R' wave amplitude in lead V5,,,R' wave amplitude.lead V5,mV,Qn
100206-2,"Accuracy of pre-surgery expectations to perform leisure, recreational, or sports activities",,,"Accuracy of pre-surgery expectations to perform leisure, recreational, or sports activities",,Ord
100207-0,Post-op total score [Knee Society Score],,,Post-op total score,{score},Qn
100208-8,Post-op objective knee indicators score [Knee Society Score],,,Post-op objective knee indicators score,{score},Qn
100209-6,Post-op symptoms score [Knee Society Score],,,Post-op symptoms score,{score},Qn
100210-4,Post-op patient expectations score [Knee Society Score],,,Post-op patient expectations score,{score},Qn
100211-2,Post-op functional activities score [Knee Society Score],,,Post-op functional activities score,{score},Qn
100212-0,Post-op discretionary knee activities score [Knee Society Score],,,Post-op discretionary knee activities score,{score},Qn
100213-8,Prostate cancer multigene analysis in Blood or Tissue by Molecular genetics method,Prostat kanseri çoklu gen analizi Kanda veya Dokuda Moleküler genetik yöntem ile,llm,Prostate cancer multigene analysis,,Doc
10021-4,R' wave amplitude in lead V6,,,R' wave amplitude.lead V6,mV,Qn
100214-6,Dental model prior authorization Document,,,Dental model prior authorization,,Doc
100215-3,Episode of care medical records Document Transplant surgery,,,Episode of care medical records,,Doc
100216-1,Surgical synoptic report,,,Synoptic report,,Nar
100217-9,Synoptic report Narrative Surgical oncology,,,Synoptic report,,Nar
100218-7,Surgical oncology of colon cancer synoptic report,,,Synoptic report,,Nar
100219-5,Surgical oncology of melanoma cancer synoptic report,,,Synoptic report,,Nar
100220-3,Surgical oncology of breast cancer synoptic report,,,Synoptic report,,Nar
100221-1,Surgical oncology of thyroid cancer synoptic report,,,Synoptic report,,Nar
10022-2,R' wave duration in lead AVF,,,R' wave duration.lead AVF,s,Qn
100222-9,Surgical oncology of pancreas cancer synoptic report,,,Synoptic report,,Nar
100223-7,Physical findings of Retina Narrative,,,Physical findings,,Nar
100224-5,Cardiac left ventricular segmental wall motion by echo panel,,,Segmental wall motion panel,,-
100225-2,Bone density quantitative ultrasound study,,,Bone density quantitative ultrasound study,,Doc
100226-0,Small bowel capsule endoscopy study Document,,,Small bowel capsule endoscopy study,,Doc
100227-8,Colon capsule endoscopy study Document,,,Colon capsule endoscopy study,,Doc
100228-6,Upper gastrointestinal capsule endoscopy study Document,,,Upper gastrointestinal capsule endoscopy study,,Doc
100229-4,Endoscopic ultrasound study Document,,,Endoscopic ultrasound study,,Doc
10023-0,R' wave duration in lead AVL,,,R' wave duration.lead AVL,s,Qn
100230-2,Routine prenatal assessment panel,,,Routine prenatal assessment panel,,-
100231-0,Endobronchial ultrasound study,,,Bronchial endoscopic ultrasound study,,Doc
100232-8,Impacts of Events Scale-Revised panel,,,Impacts of Events Scale-Revised panel,,-
100233-6,Reminders brought back feelings about adverse event,,,Reminders brought back feelings about adverse event,,Ord
100234-4,Trouble staying asleep,,,Trouble staying asleep,,Ord
100235-1,Other things triggered persistent thoughts about adverse event,,,Other things triggered persistent thoughts about adverse event,,Ord
100236-9,Felt irritable AndOr angry,,,Felt irritable &or angry,,Ord
100237-7,Avoided getting upset when unintentionally thought about adverse event,,,Avoided getting upset when unintentionally thought about adverse event,,Ord
100238-5,Thought about adverse event unintentionally,,,Thought about adverse event unintentionally,,Ord
100239-3,Felt as if adverse event did not happen,,,Felt as if adverse event did not happen,,Ord
100240-1,Avoided reminders of adverse event,,,Avoided reminders of adverse event,,Ord
100241-9,Experienced mental images of adverse event,,,Experienced mental images of adverse event,,Ord
100242-7,Easily startled,,,Easily startled,,Ord
100243-5,Tried to not think of adverse event,,,Tried to not think of adverse event,,Ord
100244-3,"Aware of feelings about adverse event, but did not address them",,,"Aware of feelings about adverse event, but did not address them",,Ord
100245-0,Feelings about adverse event were numb,,,Feelings about adverse event were numb,,Ord
100246-8,Acted or felt the same as during adverse event,,,Acted or felt the same as during adverse event,,Ord
100247-6,Trouble falling asleep,,,Trouble falling asleep,,Ord
10024-8,R' wave duration in lead AVR,,,R' wave duration.lead AVR,s,Qn
100248-4,Waves of strong feelings about adverse event,,,Waves of strong feelings about adverse event,,Ord
100249-2,Tried to remove adverse event from memory,,,Tried to remove adverse event from memory,,Ord
1002-5,DBG Ab [Presence] in Serum or Plasma,DBG Ab:MevcEşik:Zmlı:Ser/Plaz:Srl,composed,DBG Ab,,Ord
100250-0,Trouble concentrating,,,Trouble concentrating,,Ord
100251-8,Reminders of adverse event caused physical reactions,,,Reminders of adverse event caused physical reactions,,Ord
100252-6,Had dreams about adverse event,,,Had dreams about adverse event,,Ord
100253-4,Felt watchful and on-guard,,,Felt watchful and on-guard,,Ord
100254-2,Tried not to talk about adverse event,,,Tried not to talk about adverse event,,Ord
10025-5,R' wave duration in lead I,,,R' wave duration.lead I,s,Qn
100255-9,Total score [Impact of Event Scale-Revised],,,Total Score,{score},Qn
100256-7,Fallen in last 6 months,,,Fallen in last 6Mo,,Ord
100257-5,Feel unsteady when standing or walking,,,Feel unsteady when standing or walking,,Ord
100258-3,History of fall related injury,,,History of fall related injury,,Ord
100259-1,Aware of tactile sensations,,,Aware of tactile sensations,,Ord
100260-9,Easy to describe thoughts AndOr feelings,,,Easy to describe thoughts &or feelings,,Ord
100261-7,Critical of own thoughts AndOr feelings,,,Critical of own thoughts &or feelings,,Ord
100262-5,Able to notice distressing thoughts AndOr feelings without having to react,,,Able to notice distressing thoughts &or feelings without having to react,,Ord
10026-3,R' wave duration in lead II,,,R' wave duration.lead II,s,Qn
100263-3,Easily distracted,,,Easily distracted,,Ord
100264-1,Able to notice thoughts AndOr feelings without being overwhelmed,,,Able to notice thoughts &or feelings without being overwhelmed,,Ord
100265-8,Aware of dietary intake impact on self,,,Aware of dietary intake impact on self,,Ord
100266-6,Difficult to describe thoughts AndOr feelings,,,Difficult to describe thoughts &or feelings,,Ord
100267-4,Aware of auditory stimuli,,,Aware of auditory stimuli,,Ord
100268-2,Able to avoid immediate reaction in difficult situations,,,Able to avoid immediate reaction in difficult situations,,Ord
100269-0,Do things without paying attention,,,Do things without paying attention,,Ord
100270-8,Recover quickly from distressing thoughts AndOr images,,,Recover quickly from distressing thoughts &or images,,Ord
10027-1,R' wave duration in lead III,,,R' wave duration.lead III,s,Qn
100271-6,Aware of olfactory stimuli,,,Aware of olfactory stimuli,,Ord
100272-4,Aware of visual stimuli,,,Aware of visual stimuli,,Ord
100273-2,Aware of emotions affect on thoughts AndOr behavior,,,Aware of emotions affect on thoughts &or behavior,,Ord
100274-0,Observing score [FFMQ],,,Observing score,{score},Qn
100275-7,Describing score [FFMQ],,,Describing score,{score},Qn
100276-5,Acting with awareness score [FFMQ],,,Acting with awareness score,{score},Qn
100277-3,Nonjudging score [FFMQ],,,Nonjudging score,{score},Qn
100278-1,Nonreactivity score [FFMQ],,,Nonreactivity score,{score},Qn
100279-9,Total score [FFMQ],,,Total score,{score},Qn
100280-7,Five Facet Mindfulness Questionnaire panel [FFMQ],,,Five Facet Mindfulness Questionnaire panel,,-
100281-5,D Ab [Units/volume] in Serum or Plasma,D Ab:SçKons:Zmlı:Ser/Plaz:Kant,composed,D Ab,[IU]/mL,Qn
100282-3,Vaccine exemption certificate,,,Vaccine exemption certificate,,Doc
100283-1,Harris Hip Score panel [Harris Hip Score],,,Harris Hip Score panel,,-
100284-9,Walking - functional ability,,,Walking - functional ability,,Ord
100285-6,Comfortable seated position,,,Comfortable seated position,,Ord
100286-4,Able to board public transportation,,,Able to board public transportation,,Ord
100287-2,Put on shoes and socks,,,Put on shoes and socks,,Ord
100288-0,Absence of deformity score [Harris Hip Score],,,Absence of deformity score,{score},Qn
10028-9,R' wave duration in lead V1,,,R' wave duration.lead V1,s,Qn
100289-8,Absence of hip deformity measurements,,,Absence of hip deformity measurements,,Nom
100290-6,Range of motion score [Harris Hip Score],,,Range of motion score,{score},Qn
100291-4,Total score [Harris Hip Score],,,Total Score,{score},Qn
100292-2,Pre-op patient satisfaction score [Knee Society Score],,,Pre-op patient satisfaction score,{score},Qn
100293-0,Hip Flexion range of motion,,,Flexion range of motion,,Ord
100294-8,Hip Abduction range of motion,,,Abduction range of motion,,Ord
100295-5,Hip Adduction range of motion,,,Adduction range of motion,,Ord
100296-3,Hip External rotation range of motion,,,External rotation range of motion,,Ord
10029-7,R' wave duration in lead V2,,,R' wave duration.lead V2,s,Qn
100297-1,Hip Internal rotation range of motion,,,Internal rotation range of motion,,Ord
100298-9,Repetition count,,,Repetition count,{#},Qn
100299-7,Post-op patient satisfaction score [Knee Society Score],,,Post-op patient satisfaction score,{score},Qn
100300-3,End time Unspecified body region,,,End time,{clock_time},Qn
100301-1,Start time Unspecified body region,,,Start time,{clock_time},Qn
100302-9,Time period start and end panel Unspecified body region,,,Time period start & end panel,,-
100303-7,Condition certainty of presence,,,Condition certainty of presence,,Ord
100304-5,Flights climbed [#] Reporting Period,,,Flights climbed,{#},Qn
10030-5,R' wave duration in lead V3,,,R' wave duration.lead V3,s,Qn
100305-2,IDH1 gene exon 4 targeted mutation analysis [Presence] in Blood or Marrow by Molecular genetics method,IDH1 geni ekzon 4 hedeflenmiş mutasyon analizi [Varlığı] Kanda veya Kemik iliğinde Moleküler genetik yöntemi ile,llm,IDH1 gene exon 4 targeted mutation analysis,,Ord
100306-0,IDH2 gene exon 4 targeted mutation analysis [Presence] in Blood or Marrow by Molecular genetics method,IDH2 geni ekzon 4 hedeflenmiş mutasyon analizi [Varlığı] Kanda veya Kemik iliğinde Moleküler genetik yöntemi ile,llm,IDH2 gene exon 4 targeted mutation analysis,,Ord
100307-8,Behavioral screening elder mistreatment,,,Behavioral screening elder mistreatment,,-
100308-6,Need help getting to essential places,,,Need help getting to essential places,,Ord
100309-4,Activity support person,,,Activity support person,,Ord
100310-2,Reliability of support person,,,Reliability of support person,,Ord
100311-0,"Need help to make sure there is enough food, medicines or any other things needed in house",,,"Need help to make sure there is enough food, medicines or any other things needed in house",,Ord
100312-8,"Person or persons that makes sure there is enough food, medicines or any other things needed in house",,,"Person or persons that makes sure there is enough food, medicines or any other things needed in house",,Ord
10031-3,R' wave duration in lead V4,,,R' wave duration.lead V4,s,Qn
100313-6,"Need help with household things such as cook meals, help feed, or provide correct medicines each day",,,"Need help with household things such as cook meals, help feed, or provide correct medicines each day",,Ord
100314-4,Need help with house cleaning or yard work,,,Need help with house cleaning or yard work,,Ord
100315-1,"Need help getting out of bed, showered, or dressed",,,"Need help getting out of bed, showered, or dressed",,Ord
100316-9,Need help to make sure bills get paid,,,Need help to make sure bills get paid,,Ord
100317-7,Relationship of usual support person for daily activities,,,Relationship of usual support person for daily activities,,Nom
100318-5,Have help with finances AndOr financial decisions,,,Have help with finances &or financial decisions,,Ord
100319-3,Relationship of financial support person,,,Relationship of financial support person,,Nom
100320-1,Financial support person usually asks for permission before making decisions,,,Financial support person usually asks for permission before making decisions,,Ord
10032-1,R' wave duration in lead V5,,,R' wave duration.lead V5,s,Qn
100321-9,Financial support person usually makes good decisions about finances,,,Financial support person usually makes good decisions about finances,,Ord
100322-7,Have access to paperwork for financial decisions made,,,Have access to paperwork for financial decisions made,,Ord
100323-5,Financial support person forged signature,,,Financial support person forged signature,,Ord
100324-3,Coercion of financial support person for signing a document in order to get money or possessions,,,Coercion of financial support person for signing a document in order to get money or possessions,,Ord
100325-0,Experienced theft by support person,,,Experienced theft by support person,,Ord
100326-8,Money spent or property sold without permission,,,Money spent or property sold without permission,,Ord
100327-6,Stranger forged signature for financial gain,,,Stranger forged signature for financial gain,,Ord
100328-4,Stranger forced document signature for financial gain,,,Stranger forced document signature for financial gain,,Ord
100329-2,Feared for safety due to verbal attack,,,Feared for safety due to verbal attack,,Ord
1003-3,Indirect antiglobulin test.complement specific reagent [Presence] in Serum or Plasma,İndirekt antiglobulin testi.kompleman spesifik reaktif:MevcEşik:Zmlı:Ser/Plaz:Srl,composed,Indirect antiglobulin test.complement specific reagent,,Ord
100330-0,Felt humiliated due to ridicule,,,Felt humiliated due to ridicule,,Ord
100331-8,Coerced to do something,,,Coerced to do something,,Ord
100332-6,Ignored by close friend or relative for extended period,,,Ignored by close friend or relative for extended period,,Ord
100333-4,Physically hit or threatened,,,Physically hit or threatened,,Ord
100334-2,Been physically hurt with some degree of injury,,,Been physically hurt with some degree of injury,,Ord
100335-9,Coerced sexual activity,,,Coerced sexual activity,,Ord
100336-7,Coerced touching of private body parts of self or others,,,Coerced touching of private body parts of self or others,,Ord
100337-5,Coerced to undress or expose private body area,,,Coerced to undress or expose private body area,,Ord
100338-3,Photographed in any degree of nudity without consent,,,Photographed in any degree of nudity without consent,,Ord
10033-9,R' wave duration in lead V6,,,R' wave duration.lead V6,s,Qn
100339-1,Experienced attempted physical restraint,,,Experienced attempted physical restraint,,Ord
100340-9,Range of motion panel Hip,,,Range of motion panel,,-
100341-7,Rubella virus IgG Ab index [Units/volume] in Serum and CSF,Rubella virüsü Ab.IgG index:SçKons:Zmlı:Ser+BOS:Kant,composed,Rubella virus Ab.IgG index,{Index_val},Qn
100342-5,Volatile Organic Compounds associated with SARS-CoV-2 infection [Presence] in Exhaled gas by Gas chromatography-mass spectrometry,SARS-CoV-2 enfeksiyonu ile ilişkili uçucu organik bileşikler [Varlığı] Ekshale gazda Gaz kromatografisi-kütle spektrometrisi ile,llm,Volatile Organic Compounds associated with SARS-CoV-2 infection,,Ord
