code,description_tr,description_en,parent_code,is_billable
A63.0,Anogenital (zührevi) siğiller,Anogenital (venereal) warts,A63,true
A63.8,Diğer tanımlanmış çoğunlukla cinsel yolla bulaşan hastalıklar,Other specified predominantly sexually transmitted diseases,A63,true
A64,Tanımlanmamış cinsel yolla bulaşan hastalık,Unspecified sexually transmitted disease,A50-A64,true
A65-A69,Diğer spiroketal hastalıklar,,A00-B99,false
A65,Zührevi olmayan sifiliz,Nonvenereal syphilis,A65-A69,true
A66,Yaws [papüllomatöz trepanematozis],,A65-A69,false
A66.0,Yaws [Papüllomatöz trepanematozis] başlangıç lezyonları,Initial lesions of yaws,A66,true
A66.1,Çoğul papillomlar ve yaş kasık bitleri,Multiple papillomata and wet crab yaws,A66,true
A66.2,Yaws diğer erken deri lezyonları,Other early skin lesions of yaws,A66,true
A66.3,Yaws hiperkeratozu,Hyperkeratosis of yaws,A66,true
A66.4,Yaws gom ve ülserleri,Gummata and ulcers of yaws,A66,true
A66.5,Gangoza,Gangosa,A66,true
A66.6,Yaws kemik ve eklem lezyonları,Bone and joint lesions of yaws,A66,true
A66.7,Yaws diğer belirtileri,Other manifestations of yaws,A66,true
A66.8,Latent Yaws,Latent yaws,A66,true
A66.9,"Yaws, tanımlanmamış","Yaws, unspecified",A66,true
A67,Pinta [karat],,A65-A69,false
A67.0,Primer pinta lezyonları,Primary lesions of pinta,A67,true
A67.1,Pintanın ara lezyonları,Intermediate lesions of pinta,A67,true
A67.2,Pintanın geç lezyonları,Late lesions of pinta,A67,true
A67.3,Pintanın karma lezyonları,Mixed lesions of pinta,A67,true
A67.9,"Pinta, tanımlanmamış","Pinta, unspecified",A67,true
A68,Tekrarlayan ateşler,,A65-A69,false
A68.0,Bit kaynaklı nükseden ateş,Louse-borne relapsing fever,A68,true
A68.1,Kene kaynaklı nükseden ateş,Tick-borne relapsing fever,A68,true
A68.9,"Nükseden ateş, tanımlanmamış","Relapsing fever, unspecified",A68,true
A69,Diğer spiroketal enfeksiyonlar,,A65-A69,false
A69.0,Nekrotizan ülseratif stomatit,Necrotizing ulcerative stomatitis,A69,true
A69.1,Diğer Vincent enfeksiyonları,Other Vincents infections,A69,true
A69.2,Lyme hastalığı,Lyme disease,A69,true
A69.8,Diğer tanımlanmış spiroket enfeksiyonları,Other specified spirochaetal infections,A69,true
A69.9,"Spiroket enfeksiyonu, tanımlanmamış","Spirochaetal infection, unspecified",A69,true
A70-A74,Klamidyaların sebep olduğu diğer hastalıklar,,A00-B99,false
A70,Chlamydia psittaci enfeksiyonu,Chlamydia psittaci infection,A70-A74,true
A71,Trahom,,A70-A74,false
A71.0,Trahom başlangıç evresi,Initial stage of trachoma,A71,true
A71.1,Trahom aktif evresi,Active stage of trachoma,A71,true
A71.9,"Trahom, tanımlanmamış","Trachoma, unspecified",A71,true
A74,Klamidyaların sebep olduğu diğer hastalıklar,,A70-A74,false
A74.0,Klamidya konjonktiviti,Chlamydial conjunctivitis,A74,true
A74.8,Diğer klamidya hastalıkları,Other chlamydial diseases,A74,true
A74.9,"Klamidya enfeksiyonu, tanımlanmamış","Chlamydial infection, unspecified",A74,true
A75-A79,Riketsiyozlar,,A00-B99,false
A75,Tifüs ateşi,,A75-A79,false
A75.0,Rickettsia prowazekii’ye bağlı epidemik bit kaynaklı tifüs,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,A75,true
A75.1,Nükseden tifüs [Brill hastalığı],Recrudescent typhus [Brills disease],A75,true
A75.2,Rickettsia typhi’ye bağlı tifüs ateşi,Typhus fever due to Rickettsia typhi,A75,true
A75.3,Rickettsia tsutsugamushi’ye bağlı tifüs ateşi,Typhus fever due to Rickettsia tsutsugamushi,A75,true
A75.9,"Tifüs ateşi, tanımlanmamış","Typhus fever, unspecified",A75,true
A77,Benekli humma [kene kaynaklı riketsiyozlar],,A75-A79,false
A77.0,Ricketsia ricketsii'ye bağlı benekli humma,Spotted fever due to Rickettsia rickettsii,A77,true
A77.1,Rickettsia conorii'ye bağlı benekli humma,Spotted fever due to Rickettsia conorii,A77,true
A77.2,Rickettsia siberica’ya bağlı benekli humma,Spotted fever due to Rickettsia sibirica,A77,true
A77.3,Rickettsia australis’e bağlı benekli humma,Spotted fever due to Rickettsia australis,A77,true
A77.8,Diğer benekli hummalar,Other spotted fevers,A77,true
A77.9,"Benekli humma, tanımlanmamış","Spotted fever, unspecified",A77,true
A78,Q ateşi,Q fever,A75-A79,true
A79,Diğer riketsiyozlar,,A75-A79,false
A79.0,Siper ateşi,Trench fever,A79,true
A79.1,Rickettsia akari’ye bağlı riketsiyal çiçek,Rickettsialpox due to Rickettsia akari,A79,true
A79.8,Diğer tanımlanmış riketsiyozlar,Other specified rickettsioses,A79,true
A79.9,"Riketsiyoz, tanımlanmamış","Rickettsiosis, unspecified",A79,true
A80-A89,Merkezi sinir sisteminin viral enfeksiyonları,,A00-B99,false
A80,Akut polyomiyelit,,A80-A89,false
A80.0,"Akut paralitik polyomiyelit, aşıya bağlı","Acute paralytic poliomyelitis, vaccine-associated",A80,true
A80.1,"Akut paralitik polyomiyelit, vahşi virüs, dışarıdan alınmış","Acute paralytic poliomyelitis, wild virus, imported",A80,true
A80.2,"Akut paralitik polyomiyelit, vahşi virüs, iç kaynaklı","Acute paralytic poliomyelitis, wild virus, indigenous",A80,true
A80.3,"Akut paralitik polyomiyelit, diğer ve tanımlanmamış","Acute paralytic poliomyelitis, other and unspecified",A80,true
A80.4,Akut nonparalitik polyomiyelit,Acute nonparalytic poliomyelitis,A80,true
A80.9,"Akut polyomiyelit, tanımlanmamış","Acute poliomyelitis, unspecified",A80,true
A81,Merkezi sinir sisteminin atipik virüs enfeksiyonları,,A80-A89,false
A81.0,Creutzfeldt-Jakob hastalığı,Creutzfeldt-Jakob disease,A81,true
A81.1,Subakut sklerozan panensefalit,Subacute sclerosing panencephalitis,A81,true
A81.2,İlerleyici multifokal lökoensefalopati,Progressive multifocal leukoencephalopathy,A81,true
A81.8,Merkezi sinir sisteminin diğer atipik virüs enfeksiyonları,Other atypical virus infections of central nervous system,A81,true
A81.9,"Merkezi sinir sisteminin atipik virüs enfeksiyonları, tanımlanmamış","Atypical virus infection of central nervous system, unspecified",A81,true
A82,Kuduz,,A80-A89,false
A82.0,Orman kuduzu,Sylvatic rabies,A82,true
A82.1,Kent kuduzu,Urban rabies,A82,true
A82.9,"Kuduz, tanımlanmamış","Rabies, unspecified",A82,true
A83,Sivrisinek kaynaklı viral ensefalit,,A80-A89,false
A83.0,Japon ensefaliti,Japanese encephalitis,A83,true
A83.1,Batı at ensefaliti,Western equine encephalitis,A83,true
A83.2,Doğu at ensefaliti,Eastern equine encephalitis,A83,true
A83.3,St Louis ensefaliti,St Louis encephalitis,A83,true
A83.4,Avustralya ensefaliti,Australian encephalitis,A83,true
A83.5,California ensefaliti,California encephalitis,A83,true
A83.6,Rocio virüs hastalığı,Rocio virus disease,A83,true
A83.8,Diğer sivrisinek kaynaklı ensefalitler,Other mosquito-borne viral encephalitis,A83,true
A83.9,"Sivrisinek kaynaklı viral ensefalit, tanımlanmamış","Mosquito-borne viral encephalitis, unspecified",A83,true
A84,Kene kaynaklı viral ensefalit,,A80-A89,false
A84.0,Uzakdoğu kene kaynaklı ensefaliti [Rus bahar-yaz ensefaliti],Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],A84,true
A84.1,Orta Avrupa kene kaynaklı ensefaliti,Central European tick-borne encephalitis,A84,true
A84.8,Diğer keney kaynaklı viral ensefalitler,Other tick-borne viral encephalitis,A84,true
A84.9,"Kene kaynaklı viral ensefalit, tanımlanmamış","Tick-borne viral encephalitis, unspecified",A84,true
A85,"Diğer viral ensefalit, başka yerde sınıflandırılmamış",,A80-A89,false
A85.0,Enteroviral ensefalit,Enteroviral encephalitis,A85,true
A85.1,Adenoviral ensefalit,Adenoviral encephalitis,A85,true
A85.2,"Artropod kaynaklı viral ensefalit , tanımlanmamış","Arthropod-borne viral encephalitis, unspecified",A85,true
A85.8,Diğer tanımlanmış viral ensefalit,Other specified viral encephalitis,A85,true
A86,Tanımlanmamış viral ensefalit,Unspecified viral encephalitis,A80-A89,true
A87,Viral menenjit,,A80-A89,false
A87.0,Enteroviral menenjit,Enteroviral meningitis,A87,true
A87.1,Adenoviral menenjit,Adenoviral meningitis,A87,true
A87.2,Lenfositik koryomenenjit,Lymphocytic choriomeningitis,A87,true
A87.8,Diğer viral menenjit,Other viral meningitis,A87,true
A87.9,"Viral menenjit, tanımlanmamış","Viral meningitis, unspecified",A87,true
A88,"Merkezi sinir sisteminin diğer viral enfeksiyonları, başka yerde sınıflandırılmamış",,A80-A89,false
A88.0,Enteroviral ekzantematöz ateş [Boston egzantemi],Enteroviral exanthematous fever [Boston exanthem],A88,true
A88.1,Epidemik vertigo,Epidemic vertigo,A88,true
A88.8,Merkezi sinir sisteminin diğer tanımlanmış viral enfeksiyonları,Other specified viral infections of central nervous system,A88,true
A89,Merkezi sinir sisteminin tanımlanmamış viral enfeksiyonu,Unspecified viral infection of central nervous system,A80-A89,true
A90-A99,Artropod kaynaklı viral ateşler ve viral hemorajik [kanamalı] ateşler,,A00-B99,false
A90,Dank ateşi [klasik dank],Dengue fever [classical dengue],A90-A99,true
A91,Dank hemorajik [kanamalı] ateşi,Dengue haemorrhagic fever,A90-A99,true
A92,Sivrisinek kaynaklı diğer viral ateşler,,A90-A99,false
A92.0,Chikungunya virüs hastalığı,Chikungunya virus disease,A92,true
A92.1,O'nyong-nyong ateşi,Onyong-nyong fever,A92,true
A92.2,Venezuela at ateşi,Venezuelan equine fever,A92,true
A92.3,Batı Nil Virüsü enfeksiyonu,West Nile fever,A92,true
A92.4,Rift Vadisi ateşi,Rift Valley fever,A92,true
A92.8,Diğer tanımlanmış sivrisinek kaynaklı viral ateşler,Other specified mosquito-borne viral fevers,A92,true
A92.9,"Sivrisinek kaynaklı viral ateş, tanımlanmamış","Mosquito-borne viral fever, unspecified",A92,true
A93,"Diğer artropod kaynaklı viral ateşler, başka yerde sınıflandırılmamış",,A90-A99,false
A93.0,Oropouche virüs hastalığı,Oropouche virus disease,A93,true
A93.1,Kum sineği ateşi,Sandfly fever,A93,true
A93.2,Kolorado kenesi ateşi,Colorado tick fever,A93,true
A93.8,Diğer tanınlanmış artropod kaynaklı viral ateşler,Other specified arthropod-borne viral fevers,A93,true
A94,Tanımlanmamış artropod kaynaklı viral ateş,Unspecified arthropod-borne viral fever,A90-A99,true
A95,Sarı humma,,A90-A99,false
A95.0,Silvatik sarı humma,Sylvatic yellow fever,A95,true
A95.1,Kent sarı humması,Urban yellow fever,A95,true
A95.9,"Sarı humma, tanımlanmamış","Yellow fever, unspecified",A95,true
A96,Arenaviral hemorajik [kanamalı] ateş,,A90-A99,false
A96.0,Junin hemorajik [kanamalı] ateşi,Junin haemorrhagic fever,A96,true
A96.1,Machupo hemorajik [kanamalı] ateşi,Machupo haemorrhagic fever,A96,true
A96.2,Lassa ateşi,Lassa fever,A96,true
A96.8,Diğer arenaviral hemorajik [kanamalı] ateşler,Other arenaviral haemorrhagic fevers,A96,true
A96.9,"Arenaviral hemorajik [kanamalı] ateş, tanımlanmamış","Arenaviral haemorrhagic fever, unspecified",A96,true
A98,"Diğer viral hemorajik [kanamalı] ateşler, başka yerde sınıflandırılmamış",,A90-A99,false
A98.0,Kırım-Kongo kanamalı ateşi,Crimean-Congo haemorrhagic fever,A98,true
A98.1,Omsk hemorajik [kanamalı] ateşi,Omsk haemorrhagic fever,A98,true
A98.2,Kyasanur Ormanı hastalığı,Kyasanur Forest disease,A98,true
A98.3,Marburg virüsü hastalığı,Marburg virus disease,A98,true
A98.4,Ebola virüsü hastalığı,Ebola virus disease,A98,true
A98.5,Renal sendromla birlikte hemorajik [kanamalı] ateş,Haemorrhagic fever with renal syndrome,A98,true
A98.8,Diğer tanımlanmış viral hemorajik [kanamalı] ateşler,Other specified viral haemorrhagic fevers,A98,true
A99,Tanımlanmamış viral hemorajik [kanamalı] ateş,Unspecified viral haemorrhagic fever,A90-A99,true
B00-B09,Deri ve müköz membran lezyonları ile karakterize viral enfeksiyonlar,,A00-B99,false
B00,Herpes virüs [herpes simpleks] enfeksiyonları,,B00-B09,false
B00.0,Egzema herpetikum,Eczema herpeticum,B00,true
B00.1,Herpes virüs veziküler dermatiti,Herpesviral vesicular dermatitis,B00,true
B00.2,Herpes virüs gingivostomatiti ve faringotonsiliti,Herpesviral gingivostomatitis and pharyngotonsillitis,B00,true
B00.3,Herpes virüs menenjiti,Herpesviral meningitis,B00,true
B00.4,Herpes virüs ensefaliti,Herpesviral encephalitis,B00,true
B00.5,Herpes virüs göz hastalığı,Herpesviral ocular disease,B00,true
B00.7,Yaygın Herpes virüs hastalığı,Disseminated herpesviral disease,B00,true
B00.8,Diğer Herpes virüs enfeksiyon formları,Other forms of herpesviral infection,B00,true
B00.9,"Herpes virüs enfeksiyonu, tanımlanmamış","Herpesviral infection, unspecified",B00,true
B01,Varisella [su çiçeği],,B00-B09,false
B01.0,Varisella menenjiti,Varicella meningitis,B01,true
B01.1,Varisella ensefaliti,Varicella encephalitis,B01,true
B01.2,Varisella pnömonisi,Varicella pneumonia,B01,true
B01.8,Diğer komplikasyonlarla birlikte varisella,Varicella with other complications,B01,true
B01.9,"Varisella, komplikasyonsuz",Varicella without complication,B01,true
B02,Zona [herpes zoster],,B00-B09,false
B02.0,Zoster ensefaliti,Zoster encephalitis,B02,true
B02.1,Zoster menenjiti,Zoster meningitis,B02,true
B02.2,Diğer merkezi sinir sistemi tutulumu ile birlikte zoster,Zoster with other nervous system involvement,B02,true
B02.3,Zoster göz hastalığı,Zoster ocular disease,B02,true
B02.7,Yaygın zoster,Disseminated zoster,B02,true
B02.8,Diğer komplikasyonlarla birlikte zoster,Zoster with other complications,B02,true
B02.9,"Zoster, komplikasyonsuz",Zoster without complication,B02,true
B03,Çiçek hastalığı,Smallpox,B00-B09,true
B04,Maymun çiçek hastalığı,Monkeypox,B00-B09,true
B05,Kızamık,,B00-B09,false
B05.0,Ensefalitin komplike ettiği kızamık,Measles complicated by encephalitis,B05,true
B05.1,Menenjitin komplike ettiği kızamık,Measles complicated by meningitis,B05,true
B05.2,Pnömoninin komplike ettiği kızamık,Measles complicated by pneumonia,B05,true
B05.3,Otitis medianın komplike ettiği kızamık,Measles complicated by otitis media,B05,true
B05.4,İntestinal komplikasyonlarla birlikte kızamık,Measles with intestinal complications,B05,true
B05.8,Diğer komplikasyonlarla birlikte kızamık,Measles with other complications,B05,true
B05.9,"Kızamık, komplikasyonsuz",Measles without complication,B05,true
B06,Kızamıkçık [Alman kızamığı],,B00-B09,false
B06.0,Nörolojik komplikasyonlar ile birlikte kızamıkçık,Rubella with neurological complications,B06,true
B06.8,Diğer komplikasyonlarla birlikte rubella,Rubella with other complications,B06,true
B06.9,Komplikasyonsuz rubella,Rubella without complication,B06,true
B07,Viral siğiller,Viral warts,B00-B09,true
B08,"Deri ve müköz membran lezyonları ile karakterize diğer viral enfeksiyonlar, başka yerde sınıflandırılmamış",,B00-B09,false
B08.0,Diğer orthopox virüs enfeksiyonları,Other orthopoxvirus infections,B08,true
B08.1,Molluskum kontagiozum,Molluscum contagiosum,B08,true
B08.2,Egzantem subitum [altıncı hastalık],Exanthema subitum [sixth disease],B08,true
B08.3,Eritema enfeksiyozum [beşinci hastalık],Erythema infectiosum [fifth disease],B08,true
B08.4,Egzantem ile birlikte enteroviral veziküler stomatit,Enteroviral vesicular stomatitis with exanthem,B08,true
B08.5,Enteroviral veziküler farenjit,Enteroviral vesicular pharyngitis,B08,true
B08.8,Deri ve müköz membran lezyonları ile karakterize diğer tanımlanmış viral enfeksiyonlar,Other specified viral infections characterized by skin and mucous membrane lesions,B08,true
B09,Deri ve müköz membran lezyonlarıyla karakterize tanımlanmamış viral enfeksiyon,Unspecified viral infection characterized by skin and mucous membrane lesions,B00-B09,true
B15-B19,Viral hepatit,,A00-B99,false
B15,Akut hepatit A,,B15-B19,false
B15.0,Hepatik koma ile birikte hepatit A,Hepatitis A with hepatic coma,B15,true
B15.9,Hepatik koma olmadan hepatit A,Hepatitis A without hepatic coma,B15,true
B16,Akut hepatit B,,B15-B19,false
B16.0,Hepatik koma ile birlikte delta ajanlı (ko-enfeksiyon) akut hepatit B,Acute hepatitis B with delta-agent (coinfection) with hepatic coma,B16,true
B16.1,Hepatik koma olmadan delta ajanlı (ko-enfeksiyon) akut hepatit B,Acute hepatitis B with delta-agent (coinfection) without hepatic coma,B16,true
B16.2,Hepatik koma ile birlikte delta ajanı olmadan akut hepatit B,Acute hepatitis B without delta-agent with hepatic coma,B16,true
B16.9,Hepatik koma ve delta ajanı olmadan akut hepatit B,Acute hepatitis B without delta-agent and without hepatic coma,B16,true
B17,Diğer akut viral hepatit,,B15-B19,false
B17.0,Hepatit B taşıyıcısının akut delta (süper) enfeksiyonu,Acute delta-(super)infection of hepatitis B carrier,B17,true
B17.1,Akut hepatit C,Acute hepatitis C,B17,true
B17.2,Akut hepatit E,Acute hepatitis E,B17,true
B17.8,Diğer tanımlanmış akut viral hepatit,Other specified acute viral hepatitis,B17,true
B18,Kronik viral hepatit,,B15-B19,false
B18.0,Delta ajanı ile birlikte kronik viral hepatit B,Chronic viral hepatitis B with delta-agent,B18,true
B18.1,Delta ajanı olmadan kronik viral hepatit B,Chronic viral hepatitis B without delta-agent,B18,true
B18.2,Kronik viral hepatit C,Chronic viral hepatitis C,B18,true
B18.8,Diğer kronik viral hepatit,Other chronic viral hepatitis,B18,true
B18.9,"Kronik viral hepatit, tanımlanmamış","Chronic viral hepatitis, unspecified",B18,true
B19,Tanımlanmamış viral hepatit,,B15-B19,false
B19.0,Hepatik koma ile birlikte tanımlanmamış viral hepatit,Unspecified viral hepatitis hepatic with coma,B19,true
B19.9,Hepatik koma olmadan tanımlanmamış viral hepatit,Unspecified viral hepatitis without hepatic coma,B19,true
B20-B24,İnsan immün yetmezlik virüsü [HIV] hastalığı,,A00-B99,false
B20,Enfeksiyöz ve paraziter hastalıklar ile sonuçlanan insan immün yetmezlik virüsü [HIV] hastalığı,,B20-B24,true
