atc_code,description_en,description_tr,description_tr_source
A12CX,Other mineral products,"çinko sülfat monohidrat, magnezyum oksit",titck
A14AA,Androstan derivatives,,
A14AB,Estren derivatives,,
A16AA,Amino acids and derivatives,,
A16AB,Enzymes,,
A16AX,Various alimentary tract and metabolism products,alfa lipoik asit (tioktik asit)+ vitamin b1+ vitamin b12,titck
B01AA,Vitamin K antagonists,,
B01AB,Heparin group,,
B01AC,Platelet aggregation inhibitors excl. heparin,,
B01AD,Enzymes,,
B01AE,Direct thrombin inhibitors,,
B01AF,Direct factor Xa inhibitors,,
B01AX,Other antithrombotic agents,,
B02AA,Amino acids,,
B02AB,Proteinase inhibitors,,
B02BA,Vitamin K,,
B02BB,Fibrinogen,,
B02BC,Local hemostatics,,
B02BD,Blood coagulation factors,lipid thromboplastin,titck
B02BX,Other systemic hemostatics,,
B03AA,"Iron bivalent, oral preparations",,
B03AB,"Iron trivalent, oral preparations",ferric citrate,titck
B03AC,"Iron, parenteral preparations",demir karboksimaltoz,titck
B03AD,Iron in combination with folic acid,"demir 3 protein süksinat, kalsiyum folinat pentohidrat",titck
B03AE,Iron in other combinations,,
B03BA,Vitamin B12 (cyanocobalamin and analogues),,
B03BB,Folic acid and derivatives,,
B03XA,Other antianemic preparations,,
B05AA,Blood substitutes and plasma protein fractions,,
B05AX,Other blood products,,
B05BA,Solutions for parenteral nutrition,"l-i̇zolösin, l-lösin, lizin (l-lizin asetat olarak), l-metiyonin, l-fenilalanin, l-treonin, l-triptofan, l-valin, l-alanin, l-arjinin, l-histidin, l-prolin, l-serin, glisin ve sistein (l-sistein hcl.h2o olarak)",titck
B05BB,Solutions affecting the electrolyte balance,,
B05BC,Solutions producing osmotic diuresis,,
B05CA,Antiinfectives,,
B05CB,Salt solutions,,
B05CX,Other irrigating solutions,,
B05DA,Isotonic solutions,"ikodekstrin, sodyum klorür, sodyum laktat, kalsiyum klorür dihidrat, magnezyum klorür hekzahidrat",titck
B05DB,Hypertonic solutions,glikoz anhidr/ sodyum klorür/ sodyum laktat/ kalsiyum klorür dihidrat/ magnezyum klorür hekzahidrat,titck
B05XA,Electrolyte solutions,elektrolit çözeltisi,titck
B05XB,Amino acids,,
B05XC,Vitamins,vitamins,titck
B05XX,Other i.v. solution additives,,
B05ZA,"Hemodialytics, concentrates","hemodialytics, concentrates",titck
B05ZB,Hemofiltrates,hemofiltrates,titck
B06AA,Enzymes,,
B06AB,Heme products,,
B06AC,Drugs used in hereditary angioedema,,
B06AX,Other hematological agents,,
C01AA,Digitalis glycosides,,
C01AB,Scilla glycosides,,
C01AC,Strophanthus glycosides,,
C01AX,Other cardiac glycosides,,
C01BA,"Antiarrhythmics, class Ia",,
C01BB,"Antiarrhythmics, class Ib",,
C01BC,"Antiarrhythmics, class Ic",,
C01BD,"Antiarrhythmics, class III",,
C01BG,"Other antiarrhythmics, class I and III",,
C01CA,Adrenergic and dopaminergic agents,,
C01CE,Phosphodiesterase inhibitors,,
C01CX,Other cardiac stimulants,,
C01DA,Organic nitrates,,
C01DB,Quinolone vasodilators,,
C01DX,Other vasodilators used in cardiac diseases,,
C01EA,Prostaglandins,,
C01EB,Other cardiac preparations,,
C01EX,Other cardiac combination products,,
C02AA,Rauwolfia alkaloids,,
C02AB,Methyldopa,,
C02AC,Imidazoline receptor agonists,,
C02BA,Sulfonium derivatives,,
C02BB,Secondary and tertiary amines,,
C02BC,Bisquaternary ammonium compounds,,
C02CA,Alpha-adrenoreceptor antagonists,,
C02CC,Guanidine derivatives,,
C02DA,Thiazide derivatives,,
C02DB,Hydrazinophthalazine derivatives,,
C02DC,Pyrimidine derivatives,,
C02DD,Nitroferricyanide derivatives,,
C02DG,Guanidine derivatives,,
C02KA,"Alkaloids, excl. rauwolfia",,
C02KB,Tyrosine hydroxylase inhibitors,,
C02KC,MAO inhibitors,,
C02KD,Serotonin antagonists,,
C02KN,Other antihypertensives,,
C02KX,Antihypertensives for pulmonary arterial hypertension,,
C02LA,Rauwolfia alkaloids and diuretics in combination,,
C02LB,Methyldopa and diuretics in combination,,
C02LC,Imidazoline receptor agonists in combination with diuretics,,
C02LE,Alpha-adrenoreceptor antagonists and diuretics,,
C02LF,Guanidine derivatives and diuretics,,
C02LG,Hydrazinophthalazine derivatives and diuretics,,
C02LK,"Alkaloids, excl. rauwolfia, in combination with diuretics",,
C02LL,MAO inhibitors and diuretics,,
C02LN,Serotonin antagonists and diuretics,,
C02LX,Other antihypertensives and diuretics,,
C03AA,"Thiazides, plain",,
C03AB,Thiazides and potassium in combination,,
C03AH,"Thiazides, combinations with psycholeptics and/or analgesics",,
C03AX,"Thiazides, combinations with other drugs",,
C03BA,"Sulfonamides, plain",,
C03BB,Sulfonamides and potassium in combination,,
C03BC,Mercurial diuretics,,
C03BD,Xanthine derivatives,,
C03BK,"Sulfonamides, combinations with other drugs",,
C03BX,Other low-ceiling diuretics,,
C03CA,"Sulfonamides, plain",,
C03CB,Sulfonamides and potassium in combination,,
C03CC,Aryloxyacetic acid derivatives,,
C03CD,Pyrazolone derivatives,,
C03CX,Other high-ceiling diuretics,,
C03DA,Aldosterone antagonists,,
C03DB,Other potassium-sparing agents,,
C03EA,Low-ceiling diuretics and potassium-sparing agents,,
C03EB,High-ceiling diuretics and potassium-sparing agents,,
C03XA,Vasopressin antagonists,,
C04AA,2-amino-1-phenylethanol derivatives,,
C04AB,Imidazoline derivatives,,
C04AC,Nicotinic acid and derivatives,,
C04AD,Purine derivatives,,
C04AE,Ergot alkaloids,,
C04AF,Enzymes,,
C04AX,Other peripheral vasodilators,,
C05AA,Corticosteroids,,
C05AB,Antibiotics,,
C05AD,Local anesthetics,,
C05AE,Muscle relaxants,,
C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use,,
C05BA,Heparins or heparinoids for topical use,,
C05BB,Sclerosing agents for local injection,,
C05BX,Other sclerosing agents,,
C05CA,Bioflavonoids,,
C05CX,Other capillary stabilizing agents,,
C05XX,Other vasoprotectives,,
C07AA,"Beta blocking agents, non-selective",,
C07AB,"Beta blocking agents, selective",,
C07AG,Alpha and beta blocking agents,,
C07BA,"Beta blocking agents, non-selective, and thiazides",,
C07BB,"Beta blocking agents, selective, and thiazides",,
C07BG,Alpha and beta blocking agents and thiazides,,
C07CA,"Beta blocking agents, non-selective, and other diuretics",,
C07CB,"Beta blocking agents, selective, and other diuretics",,
C07CG,Alpha and beta blocking agents and other diuretics,,
C07DA,"Beta blocking agents, non-selective, thiazides and other diuretics",,
C07DB,"Beta blocking agents, selective, thiazides and other diuretics",,
C07EA,"Beta blocking agents, non-selective, and vasodilators",,
C07EB,"Beta blocking agents, selective, and vasodilators",,
C07FB,Beta blocking agents and calcium channel blockers,,
C07FX,"Beta blocking agents, other combinations",,
C08CA,Dihydropyridine derivatives,,
C08CX,Other selective calcium channel blockers with mainly vascular effects,,
C08DA,Phenylalkylamine derivatives,,
C08DB,Benzothiazepine derivatives,,
C08EA,Phenylalkylamine derivatives,,
C08EX,Other non-selective calcium channel blockers,,
C08GA,Calcium channel blockers and diuretics,,
C09AA,"ACE inhibitors, plain",,
C09BA,ACE inhibitors and diuretics,,
C09BB,ACE inhibitors and calcium channel blockers,,
C09BX,"ACE inhibitors, other combinations",,
C09CA,"Angiotensin II receptor blockers (ARBs), plain",,
C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,,
C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,,
C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",telmisartan / amlodipin besilat / hidroklorotiyazid,titck
C09XA,Renin-inhibitors,,
C09XX,Other agents acting on the renin-angiotensin system,,
C10AA,HMG CoA reductase inhibitors,,
C10AB,Fibrates,,
C10AC,Bile acid sequestrants,,
C10AD,Nicotinic acid and derivatives,,
C10AX,Other lipid modifying agents,,
C10BA,Combinations of various lipid modifying agents,,
C10BX,Lipid modifying agents in combination with other drugs,,
D01AA,Antibiotics,,
D01AC,Imidazole and triazole derivatives,,
D01AE,Other antifungals for topical use,,
D01BA,Antifungals for systemic use,,
D02AA,Silicone products,,
D02AB,Zinc products,,
D02AC,Soft paraffin and fat products,,
D02AD,Liquid plasters,,
D02AE,Carbamide products,,
D02AF,Salicylic acid preparations,,
D02AX,Other emollients and protectives,,
D02BA,Protectives against UV-radiation for topical use,,
D02BB,Protectives against UV-radiation for systemic use,,
D03AA,Cod-liver oil ointments,,
D03AX,Other cicatrizants,"heparin sodyum, allantoin, soğan ekstresi",titck
D03BA,Proteolytic enzymes,,
D04AA,Antihistamines for topical use,,
D04AB,Anesthetics for topical use,,
D04AX,Other antipruritics,krotamiton,titck
D05AA,Tars,antipsoriatics for topical use,titck
D05AC,Antracen derivatives,,
D05AD,Psoralens for topical use,,
D05AX,Other antipsoriatics for topical use,,
D05BA,Psoralens for systemic use,,
D05BB,Retinoids for treatment of psoriasis,,
D05BX,Other antipsoriatics for systemic use,,
D06AA,Tetracycline and derivatives,,
D06AX,Other antibiotics for topical use,terramisin,titck
D06BA,Sulfonamides,,
D06BB,Antivirals,i̇mikimod,titck
D06BX,Other chemotherapeutics,"metronidazol, üre",titck
D07AA,"Corticosteroids, weak (group I)",,
D07AB,"Corticosteroids, moderately potent (group II)",,
D07AC,"Corticosteroids, potent (group III)",,
D07AD,"Corticosteroids, very potent (group IV)",,
D07BA,"Corticosteroids, weak, combinations with antiseptics",,
D07BB,"Corticosteroids, moderately potent, combinations with antiseptics",,
D07BC,"Corticosteroids, potent, combinations with antiseptics",,
D07BD,"Corticosteroids, very potent, combinations with antiseptics",,
D07CA,"Corticosteroids, weak, combinations with antibiotics",,
D07CB,"Corticosteroids, moderately potent, combinations with antibiotics",,
D07CC,"Corticosteroids, potent, combinations with antibiotics","halometazon monohidrat, fusidik asit",titck
D07CD,"Corticosteroids, very potent, combinations with antibiotics",,
D07XA,"Corticosteroids, weak, other combinations",,
D07XB,"Corticosteroids, moderately potent, other combinations",,
D07XC,"Corticosteroids, potent, other combinations",,
D07XD,"Corticosteroids, very potent, other combinations","klobetazol propiyonat, salisilik asit",titck
D08AA,Acridine derivatives,,
D08AB,Aluminium agents,"alümniyum hidroksit, çinkooksit, borik asit, peru balsam",titck
D08AC,Biguanides and amidines,,
D08AD,Boric acid products,,
D08AE,Phenol and derivatives,,
D08AF,Nitrofuran derivatives,,
D08AG,Iodine products,,
D08AH,Quinoline derivatives,,
D08AJ,Quaternary ammonium compounds,,
D08AK,Mercurial products,,
D08AL,Silver compounds,,
D08AX,Other antiseptics and disinfectants,ihtiyol,titck
D09AA,Medicated dressings with antiinfectives,triticum vulgare,titck
D09AB,Zinc bandages,,
D09AX,Soft paraffin dressings,,
D10AA,"Corticosteroids, combinations for treatment of acne",,
D10AB,Preparations containing sulfur,,
D10AD,Retinoids for topical use in acne,,
D10AE,Peroxides,,
D10AF,Antiinfectives for treatment of acne,,
D10AX,Other anti-acne preparations for topical use,,
D10BA,Retinoids for treatment of acne,,
D10BX,Other anti-acne preparations for systemic use,,
D11AA,Antihidrotics,alüminyum hidroksiklorit+triklozan,titck
D11AC,Medicated shampoos,,
D11AE,Androgens for topical use,,
D11AF,Wart and anti-corn preparations,wart and anti-corn preparations,titck
D11AH,"Agents for dermatitis, excluding corticosteroids",,
D11AX,Other dermatologicals,hamamelis virginiana,titck
G01AA,Antibiotics,,
G01AB,Arsenic compounds,,
G01AC,Quinoline derivatives,,
G01AD,Organic acids,,
G01AE,Sulfonamides,,
G01AF,Imidazole derivatives,sertaconazole,titck
G01AG,Triazole derivatives,,
G01AX,Other antiinfectives and antiseptics,,
G01BA,Antibiotics and corticosteroids,,
G01BC,Quinoline derivatives and corticosteroids,,
G01BD,Antiseptics and corticosteroids,,
G01BE,Sulfonamides and corticosteroids,,
G01BF,Imidazole derivatives and corticosteroids,,
G02AB,Ergot alkaloids,,
G02AC,"Ergot alkaloids and oxytocin incl. analogues, in combination",,
G02AD,Prostaglandins,,
G02AX,Other uterotonics,,
G02BA,Intrauterine contraceptives,,
G02BB,Intravaginal contraceptives,nonoksinol,titck
G02CA,"Sympathomimetics, labour repressants",,
G02CB,Prolactine inhibitors,,
G02CC,Antiinflammatory products for vaginal administration,,
G02CX,Other gynecologicals,,
G03AA,"Progestogens and estrogens, fixed combinations",,
G03AB,"Progestogens and estrogens, sequential preparations",,
G03AC,Progestogens,,
G03AD,Emergency contraceptives,,
G03BA,3-oxoandrosten (4) derivatives,,
G03BB,5-androstanon (3) derivatives,,
G03CA,"Natural and semisynthetic estrogens, plain",,
G03CB,"Synthetic estrogens, plain",,
G03CC,"Estrogens, combinations with other drugs",,
G03CX,Other estrogens,,
G03DA,Pregnen (4) derivatives,,
G03DB,Pregnadien derivatives,,
G03DC,Estren derivatives,,
G03EA,Androgens and estrogens,,
G03EB,"Androgen, progestogen and estrogen in combination",,
G03EK,Androgens and female sex hormones in combination with other drugs,,
G03FA,"Progestogens and estrogens, fixed combinations",,
G03FB,"Progestogens and estrogens, sequential preparations",,
G03GA,Gonadotropins,,
G03GB,"Ovulation stimulants, synthetic",,
G03HA,"Antiandrogens, plain",,
G03HB,Antiandrogens and estrogens,,
G03XA,Antigonadotropins and similar agents,,
G03XB,Progesterone receptor modulators,,
G03XC,Selective estrogen receptor modulators,,
G03XX,Other sex hormones and modulators of the genital system,,
G04BA,Acidifiers,,
G04BC,Urinary concrement solvents,"potasyum sitrat monohidrat, sodyum sitrat dihidrat, sitrik asit monohidrat",titck
G04BD,Drugs for urinary frequency and incontinence,,
G04BE,Drugs used in erectile dysfunction,,
G04BX,Other urologicals,dapoksetin hci/sildenafil sitrat,titck
G04CA,Alpha-adrenoreceptor antagonists,,
G04CB,Testosterone-5-alpha reductase inhibitors,,
G04CX,Other drugs used in benign prostatic hypertrophy,,
H01AA,ACTH,,
H01AB,Thyrotropin,,
H01AC,Somatropin and somatropin agonists,,
H01AX,Other anterior pituitary lobe hormones and analogues,,
H01BA,Vasopressin and analogues,,
H01BB,Oxytocin and analogues,,
H01CA,Gonadotropin-releasing hormones,,
H01CB,Somatostatin and analogues,,
H01CC,Anti-gonadotropin-releasing hormones,,
H02AA,Mineralocorticoids,,
H02AB,Glucocorticoids,,
H02BX,"Corticosteroids for systemic use, combinations",,
H02CA,Anticorticosteroids,,
H03AA,Thyroid hormones,troid hormon,titck
H03BA,Thiouracils,,
H03BB,Sulfur-containing imidazole derivatives,,
H03BC,Perchlorates,,
H03BX,Other antithyroid preparations,,
H03CA,Iodine therapy,potasyum iyodür,titck
H04AA,Glycogenolytic hormones,,
H05AA,Parathyroid hormones and analogues,,
H05BA,Calcitonin preparations,,
H05BX,Other anti-parathyroid agents,,
J01AA,Tetracyclines,,
J01BA,Amphenicols,,
J01CA,Penicillins with extended spectrum,,
J01CE,Beta-lactamase sensitive penicillins,,
J01CF,Beta-lactamase resistant penicillins,,
J01CG,Beta-lactamase inhibitors,,
J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors",,
J01DB,First-generation cephalosporins,sefadroksil monohidrat,titck
J01DC,Second-generation cephalosporins,,
J01DD,Third-generation cephalosporins,potasyum klavulanat ve sefiksim trihidrat,titck
J01DE,Fourth-generation cephalosporins,,
J01DF,Monobactams,,
J01DH,Carbapenems,,
J01DI,Other cephalosporins and penems,,
J01EA,Trimethoprim and derivatives,,
J01EB,Short-acting sulfonamides,,
J01EC,Intermediate-acting sulfonamides,,
J01ED,Long-acting sulfonamides,,
J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives",,
J01FA,Macrolides,,
J01FF,Lincosamides,,
J01FG,Streptogramins,,
J01GA,Streptomycins,,
J01GB,Other aminoglycosides,,
J01MA,Fluoroquinolones,,
J01MB,Other quinolones,,
J01RA,Combinations of antibacterials,,
J01XA,Glycopeptide antibacterials,,
J01XB,Polymyxins,,
J01XC,Steroid antibacterials,,
J01XD,Imidazole derivatives,,
J01XE,Nitrofuran derivatives,,
J01XX,Other antibacterials,,
J02AA,Antibiotics,,
J02AB,Imidazole derivatives,,
J02AC,Triazole and tetrazole derivatives,,
J02AX,Other antimycotics for systemic use,,
J04AA,Aminosalicylic acid and derivatives,,
J04AB,Antibiotics,,
J04AC,Hydrazides,,
J04AD,Thiocarbamide derivatives,,
J04AK,Other drugs for treatment of tuberculosis,,
J04AM,Combinations of drugs for treatment of tuberculosis,,
J04BA,Drugs for treatment of lepra,,
J05AA,Thiosemicarbazones,,
J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,,
J05AC,Cyclic amines,,
J05AD,Phosphonic acid derivatives,,
J05AE,Protease inhibitors,,
J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,,
J05AG,Non-nucleoside reverse transcriptase inhibitors,,
J05AH,Neuraminidase inhibitors,,
J05AJ,Integrase inhibitors,,
J05AP,Antivirals for treatment of HCV infections,,
J05AR,"Antivirals for treatment of HIV infections, combinations",,
J05AX,Other antivirals,,
J06AA,Immune sera,androctonus crassicauda akrep venomuna karşın immünoglobülin f(ab')2 fragmanları (at kökenli),titck
J06BA,"Immunoglobulins, normal human",,
J06BB,Specific immunoglobulins,,
J06BC,Antibacterial monoclonal antibodies,,
J06BD,Antiviral monoclonal antibodies,,
J07AC,Anthrax vaccines,,
J07AD,Brucellosis vaccines,,
J07AE,Cholera vaccines,,
J07AF,Diphtheria vaccines,,
J07AG,Haemophilus influenzae B vaccines,,
J07AH,Meningococcal vaccines,,
J07AJ,Pertussis vaccines,,
J07AK,Plague vaccines,,
J07AL,Pneumococcal vaccines,,
J07AM,Tetanus vaccines,,
J07AN,Tuberculosis vaccines,,
J07AP,Typhoid vaccines,,
J07AR,Typhus (exanthematicus) vaccines,,
J07AX,Other bacterial vaccines,,
J07BA,Encephalitis vaccines,,
J07BB,Influenza vaccines,,
J07BC,Hepatitis vaccines,,
J07BD,Measles vaccines,,
J07BE,Mumps vaccines,,
J07BF,Poliomyelitis vaccines,,
J07BG,Rabies vaccines,,
J07BH,Rota virus diarrhea vaccines,,
J07BJ,Rubella vaccines,,
J07BK,Varicella zoster vaccines,,
J07BL,Yellow fever vaccines,,
J07BM,Papillomavirus vaccines,,
J07BN,Covid-19 vaccines,,
J07BP,Chikungunya vaccines,,
J07BX,Other viral vaccines,rsv altgrup a ve b’den elde edilmiş prefüzyon f antijeni,titck
J07CA,"Bacterial and viral vaccines, combined","difteri toksoidi, tetanoz toksoidi, aselüler adsorbe boğmaca: boğmaca toksoidi, filamentöz hemaglutinin, pertaktin, fimbriae tip 2 ve 3",titck
J07XA,Parasitic vaccines,,
L01AA,Nitrogen mustard analogues,,
L01AB,Alkyl sulfonates,,
L01AC,Ethylene imines,,
L01AD,Nitrosoureas,,
L01AG,Epoxides,,
L01AX,Other alkylating agents,,
L01BA,Folic acid analogues,,
L01BB,Purine analogues,,
L01BC,Pyrimidine analogues,,
L01CA,Vinca alkaloids and analogues,,
L01CB,Podophyllotoxin derivatives,,
L01CC,Colchicine derivatives,,
L01CD,Taxanes,,
L01CE,Topoisomerase 1 (TOP1) inhibitors,,
L01CX,Other plant alkaloids and natural products,,
L01DA,Actinomycines,,
L01DB,Anthracyclines and related substances,,
L01DC,Other cytotoxic antibiotics,,
L01EA,BCR-ABL tyrosine kinase inhibitors,,
L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,,
L01EC,B-Raf serine-threonine kinase (BRAF) inhibitors,,
L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,,
L01EE,Mitogen-activated protein kinase (MEK) inhibitors,,
L01EF,Cyclin-dependent kinase (CDK) inhibitors,,
L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors,,
L01EH,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,,
L01EJ,Janus-associated kinase (JAK) inhibitors,,
L01EK,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,,
L01EL,Bruton's tyrosine kinase (BTK) inhibitors,,
L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors,,
L01EN,Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors,,
L01EP,Cellular-mesenchymal-epithelial transition factor (c-MET) kinase inhibitors,,
L01EX,Other protein kinase inhibitors,,
L01FA,CD20 (Clusters of Differentiation 20) inhibitors,,
L01FB,CD22 (Clusters of Differentiation 22) inhibitors,,
L01FC,CD38 (Clusters of Differentiation 38) inhibitors,,
L01FD,HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,,
L01FE,EGFR (Epidermal Growth Factor Receptor) inhibitors,,
L01FF,PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors,,
L01FG,VEGF/VEGFR (Vascular Endothelial Growth Factor / -Receptor) inhibitors,,
L01FX,Other monoclonal antibodies and antibody drug conjugates,elranatamab,titck
L01FY,Combinations of monoclonal antibodies and antibody drug conjugates,,
L01XA,Platinum compounds,,
L01XB,Methylhydrazines,,
L01XD,Sensitizers used in photodynamic/radiation therapy,,
L01XF,Retinoids for cancer treatment,,
L01XG,Proteasome inhibitors,,
L01XH,Histone deacetylase (HDAC) inhibitors,,
L01XJ,Hedgehog pathway inhibitors,,
L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,,
L01XL,Antineoplastic cell and gene therapy,,
L01XM,Isocitrate dehydrogenase (IDH) inhibitors,,
L01XU,Other antineoplastic agents (cont.),,
L01XX,Other antineoplastic agents,,
L01XY,Combinations of antineoplastic agents,,
L02AA,Estrogens,,
L02AB,Progestogens,,
L02AE,Gonadotropin releasing hormone analogues,,
L02AX,Other hormones,,
L02BA,Anti-estrogens,fulvestrant,titck
L02BB,Anti-androgens,,
L02BG,Aromatase inhibitors,,
L02BX,Other hormone antagonists and related agents,,
L03AA,Colony stimulating factors,,
L03AB,Interferons,,
L03AC,Interleukins,,
L03AX,Other immunostimulants,,
L04AA,Selective immunosuppressants,,
L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors,,
L04AC,Interleukin inhibitors,,
L04AD,Calcineurin inhibitors,,
L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,,
L04AF,Janus-associated kinase (JAK) inhibitors,,
L04AG,Monoclonal antibodies,,
L04AH,Mammalian target of rapamycin (mTOR) kinase inhibitors,,
L04AJ,Complement inhibitors,,
L04AK,Dihydroorotate dehydrogenase (DHODH) inhibitors,,
L04AL,Neonatal fragment crystallizable receptor (FcRn) inhibitors,,
L04AX,Other immunosuppressants,,
M01AA,Butylpyrazolidines,,
M01AB,Acetic acid derivatives and related substances,"etodolak, famotidin",titck
M01AC,Oxicams,,
M01AE,Propionic acid derivatives,,
M01AG,Fenamates,etofenamat,titck
M01AH,Coxibs,,
M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids",glukozamin sulfat kristalin ve kondroitin sulfat sodyum,titck
M01BA,Antiinflammatory/antirheumatic agents in combination with corticosteroids,,
M01BX,Other antiinflammatory/antirheumatic agents in combination with other drugs,,
M01CA,Quinolines,,
M01CB,Gold preparations,,
M01CC,Penicillamine and similar agents,,
M01CX,Other specific antirheumatic agents,,
M02AA,"Antiinflammatory preparations, non-steroids for topical use",deksketoprofen trometamol/tiyokolşikosid,titck
M02AB,Capsaicin and similar agents,capsaicin and similar agents,titck
M02AC,Preparations with salicylic acid derivatives,"metil salisilat, mentol",titck
M02AX,Other topical products for joint and muscular pain,,
M03AA,Curare alkaloids,,
M03AB,Choline derivatives,,
M03AC,Other quaternary ammonium compounds,,
M03AX,"Other muscle relaxants, peripherally acting agents",,
M03BA,Carbamic acid esters,,
M03BB,"Oxazol, thiazine, and triazine derivatives",,
M03BC,"Ethers, chemically close to antihistamines",,
M03BX,Other centrally acting agents,,
M03CA,Dantrolene and derivatives,,
M04AA,Preparations inhibiting uric acid production,,
M04AB,Preparations increasing uric acid excretion,,
M04AC,Preparations with no effect on uric acid metabolism,,
M04AX,Other antigout preparations,,
M05BA,Bisphosphonates,,
M05BB,"Bisphosphonates, combinations",,
M05BC,Bone morphogenetic proteins,,
M05BX,Other drugs affecting bone structure and mineralization,,
M09AA,Quinine and derivatives,,
M09AB,Enzymes,,
M09AX,Other drugs for disorders of the musculo-skeletal system,,
